County,Dist,District,"2016-17 Total
K-12 Aid",Governor's Budget Message (GBM) 2017-2018 Total Aid,2017-18 Approp. Act Revised Total K-12 Aid,"Equalization
Aid","Educational
Adequacy Aid",Choice Aid,"Transportation
Aid","Special
Education Categorical Aid","Security
Aid","Under
Adequacy Aid","Supplemental
Enrollment
Growth Aid","PARCC
Readiness Aid","Per Pupil
Growth Aid","Adjustment
Aid","Professional
Learning
Community
Aid","Host District
Support Aid",2017-18 Approp. Act Revised Total K-12 Aid,"One Year
K-12 Aid
Difference",Aid Percent Difference
GLOUCESTER,5870,WOODBURY HEIGHTS BORO,"1,002,506","1,002,506","1,002,506","850,798",0,0,"5,453","134,019","5,736",0,0,"2,120","2,120",0,"2,260",0,"1,002,506",0,0.00%
HUDSON,220,BAYONNE CITY,"54,016,434","54,016,434","56,916,073","49,790,766",0,0,"75,758","5,528,863","741,826","500,000",0,"92,880","92,880",0,"93,100",0,"56,916,073","2,899,639",5.37%
HUDSON,1200,EAST NEWARK BORO,"3,426,439","3,429,696","3,578,845","3,238,629",0,0,"8,356","216,241","27,928","72,274",0,"4,030","4,030",0,"4,100","3,257","3,578,845","152,406",4.45%
HUDSON,1850,GUTTENBERG TOWN,"5,096,583","5,096,583","5,784,546","4,305,613",0,0,"9,175","818,664","211,317","400,877",0,"12,860","12,860",0,"12,870",310,"5,784,546","687,963",13.50%
HUDSON,2060,HARRISON TOWN,"25,418,188","25,418,188","25,459,593","23,110,335",0,0,"146,237","1,274,541","827,463","40,247",0,"19,970","19,970",0,"20,830",0,"25,459,593","41,405",0.16%
HUDSON,2210,HOBOKEN CITY,"10,682,520","10,682,520","10,468,870",0,0,"2,645,874","124,453","1,492,059","727,825",0,0,"24,610","24,610","5,403,479","25,960",0,"10,468,870","-213,650",-2.00%
HUDSON,2295,HUDSON COUNTY VOCATIONAL,"21,204,179","21,204,179","21,293,444","19,412,696",0,0,"150,846","1,494,362","172,099",0,0,"21,310","21,310",1,"20,820",0,"21,293,444","89,265",0.42%
HUDSON,2390,JERSEY CITY,"418,779,890","418,779,890","410,404,292","270,661,365","125,411",0,"2,953,347","18,332,551","11,334,316",0,0,"306,070","306,070","106,076,562","308,600",0,"410,404,292","-8,375,598",-2.00%
HUDSON,2410,KEARNY TOWN,"30,928,987","30,928,987","33,119,896","28,396,355",0,0,"57,192","3,583,423","408,316","500,000",0,"58,140","58,140",0,"58,330",0,"33,119,896","2,190,909",7.08%
HUDSON,3610,NORTH BERGEN TWP,"57,095,133","57,095,133","58,323,031","51,895,086",0,0,"172,404","4,632,403","901,738","500,000",0,"74,130","74,130",0,"73,140",0,"58,323,031","1,227,898",2.15%
HUDSON,4730,SECAUCUS TOWN,"999,542","999,542","1,130,674",0,0,0,"86,193","905,004","75,507",0,0,"21,370","21,370",0,"21,230",0,"1,130,674","131,132",13.12%
HUDSON,5240,UNION CITY,"179,005,701","179,005,701","181,132,094","167,721,434",0,0,"475,492","6,865,654","5,261,717","447,622",0,"115,940","115,940",0,"122,720","5,575","181,132,094","2,126,393",1.19%
HUDSON,5580,WEEHAWKEN TWP,"2,722,708","2,722,708","2,668,254",0,0,0,"150,232","740,426","351,824",0,0,"12,510","12,510","1,386,658","13,590",504,"2,668,254","-54,454",-2.00%
HUDSON,5670,WEST NEW YORK TOWN,"94,065,988","94,066,668","95,592,169","87,237,196",0,0,"513,418","4,250,971","2,865,890","500,000",0,"73,420","73,420",0,"76,440","1,414","95,592,169","1,526,181",1.62%
HUNTERDON,20,ALEXANDRIA TWP,"1,663,317","1,663,317","1,646,845","644,612",0,"331,292","253,247","335,552","42,678",0,0,"4,750","4,750","25,484","4,480",0,"1,646,845","-16,472",-0.99%
HUNTERDON,370,BETHLEHEM TWP,"1,545,815","1,545,815","1,545,815","984,263",0,"56,695","81,797","301,829","37,641",0,0,"4,270","4,270","71,420","3,630",0,"1,545,815",0,0.00%
HUNTERDON,430,BLOOMSBURY BORO,"1,348,857","1,348,857","1,349,435","772,269",0,"313,310","9,998","106,452","6,916","2,558",0,"1,810","1,810","132,632","1,680",0,"1,349,435",578,0.04%
HUNTERDON,670,CALIFON BORO,"320,754","320,754","320,754","149,438",0,"45,876","3,762","93,822","2,028",0,0,990,990,"22,938",910,0,"320,754",0,0.00%
HUNTERDON,910,CLINTON TOWN,"1,242,707","1,242,707","1,251,653","642,932",0,"39,591","28,503","227,785","26,989",0,0,"4,620","4,620","272,233","4,380",0,"1,251,653","8,946",0.72%
HUNTERDON,920,CLINTON TWP,"2,322,415","2,322,415","2,323,341",0,0,"507,624","168,475","781,370","83,110",0,0,"14,050","14,050","741,912","12,750",0,"2,323,341",926,0.04%
HUNTERDON,1040,DELAWARE TWP,"1,174,046","1,187,168","1,163,425",0,0,"314,928","167,383","267,084","34,010",0,0,"3,800","3,800","368,680","3,740",0,"1,163,425","-10,621",-0.90%
HUNTERDON,1050,DELAWARE VALLEY REGIONAL,"4,005,830","4,005,830","4,005,830","3,173,700",0,0,"116,642","592,662","74,763",0,0,"9,080","9,080","21,693","8,210",0,"4,005,830",0,0.00%
HUNTERDON,1160,EAST AMWELL TWP,"876,206","902,926","884,867",0,0,"293,920","181,957","280,435","37,939",0,0,"3,620","3,620","80,216","3,160",0,"884,867","8,661",0.99%
HUNTERDON,1376,SOUTH-HUNTERDON,"2,196,968","2,272,813","2,290,421",0,0,"1,330,735","262,308","514,977","77,081","1,057",0,"9,880","9,880","74,623","9,880",0,"2,290,421","93,453",4.25%
HUNTERDON,1510,FLEMINGTON-RARITAN REG,"6,159,367","6,159,367","6,159,367","3,522,651",0,0,"313,717","2,087,364","140,035",0,0,"32,465","32,465",0,"30,670",0,"6,159,367",0,0.00%
HUNTERDON,1600,FRANKLIN TWP,"333,405","333,405","340,425",0,0,"90,286","32,888","191,952","16,949",0,0,"2,690","2,690",0,"2,970",0,"340,425","7,020",2.11%
HUNTERDON,1680,FRENCHTOWN BORO,"746,265","746,265","746,265","508,039",0,"135,422",457,"85,703","3,251",0,0,"1,240","1,240","9,673","1,240",0,"746,265",0,0.00%
HUNTERDON,1970,HAMPTON BORO,"945,149","957,117","958,360","652,633",0,"167,552","3,651","73,373","8,354",0,0,870,870,"50,077",980,0,"958,360","13,211",1.40%
HUNTERDON,2140,HIGH BRIDGE BORO,"1,485,424","1,485,424","1,488,722","1,051,015",0,"30,348","14,338","210,436","29,836",0,0,"3,330","3,330","142,509","3,580",0,"1,488,722","3,298",0.22%
HUNTERDON,2220,HOLLAND TWP,"1,798,214","1,819,736","1,819,736","1,291,479",0,"75,327","53,541","373,356","9,453",0,0,"5,710","5,710",0,"5,160",0,"1,819,736","21,522",1.20%
HUNTERDON,2300,HUNTERDON CENTRAL REG,"5,705,974","5,719,700","5,719,700","3,185,863",0,"247,068","308,410","1,840,406","48,383",0,0,"29,880","29,880",0,"29,810",0,"5,719,700","13,726",0.24%
HUNTERDON,2308,HUNTERDON CO VOCATIONAL,"933,283","933,283","933,283","241,040",0,0,0,"132,571","17,448",0,0,"2,080","2,080","535,424","2,640",0,"933,283",0,0.00%
HUNTERDON,2450,KINGWOOD TWP,"1,308,517","1,320,710","1,294,296","441,447",0,"134,123","157,946","244,823","31,021",0,0,"3,440","3,440","274,896","3,160",0,"1,294,296","-14,221",-1.09%
HUNTERDON,2590,LEBANON BORO,"191,092","191,092","191,691",0,0,"38,478","14,601","65,815","8,174",0,0,"1,050","1,050","61,273","1,250",0,"191,691",599,0.31%
HUNTERDON,2600,LEBANON TWP,"2,356,764","2,378,976","2,331,396","1,058,133",0,"299,862","335,006","429,461","54,166",0,0,"6,940","6,940","134,668","6,220",0,"2,331,396","-25,368",-1.08%
HUNTERDON,3180,MILFORD BORO,"334,550","334,550","334,550","202,744",0,"66,906","2,238","58,167","1,915",0,0,910,910,0,760,0,"334,550",0,0.00%
HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,"5,554,323","5,554,323","5,554,323","3,405,928",0,0,"282,618","1,738,465","44,422",0,0,"27,890","27,890",0,"27,110",0,"5,554,323",0,0.00%
HUNTERDON,4350,READINGTON TWP,"1,424,790","1,424,790","1,458,386",0,0,0,"180,177","1,150,343","69,578",0,0,"16,410","16,410","9,488","15,980",0,"1,458,386","33,596",2.36%
HUNTERDON,5180,TEWKSBURY TWP,"857,885","896,570","907,770",0,0,"335,270","101,537","356,903","56,555",0,0,"6,530","6,530","38,685","5,760",0,"907,770","49,885",5.82%
HUNTERDON,5270,UNION TWP,"576,554","576,554","577,634",0,0,0,"211,819","298,531","36,554",0,0,"4,615","4,615","17,175","4,325",0,"577,634","1,080",0.19%
MERCER,1245,EAST WINDSOR REGIONAL,"18,681,802","18,681,802","20,129,621","16,002,840",0,0,"464,451","2,987,642","524,828",0,0,"49,945","49,945",0,"49,970",0,"20,129,621","1,447,819",7.75%
MERCER,1430,EWING TWP,"9,668,087","9,668,087","10,278,777","7,421,541",0,0,"262,252","2,237,280","249,993",0,0,"36,200","36,200",1,"35,310",0,"10,278,777","610,690",6.32%
MERCER,1950,HAMILTON TWP,"73,888,102","73,888,102","73,888,102","64,409,125",0,0,"824,097","7,629,324","630,559","40,007",0,"120,020","120,020",0,"114,950",0,"73,888,102",0,0.00%
MERCER,2280,HOPEWELL VALLEY REGIONAL,"2,838,448","2,852,002","2,966,788",0,0,"243,972","389,553","2,164,734","62,529",0,0,"35,060","35,060",0,"35,880",0,"2,966,788","128,340",4.52%
MERCER,2580,LAWRENCE TWP,"3,518,358","3,518,358","3,618,964",0,0,0,"653,820","2,423,722","421,512",0,0,"40,410","40,410",0,"39,090",0,"3,618,964","100,606",2.86%
MERCER,3105,MERCER COUNTY VOCATIONAL,"2,432,638","2,432,638","2,498,009","2,107,427",0,0,0,"228,891","45,080",0,0,"4,260","4,260","103,021","5,070",0,"2,498,009","65,371",2.69%
MERCER,4255,PRINCETON,"3,498,845","3,498,845","3,547,845",0,0,0,"845,567","2,189,906","300,916",0,0,"34,020","34,020","107,606","35,810",0,"3,547,845","49,000",1.40%
MERCER,5210,TRENTON CITY,"228,933,774","228,933,774","230,692,142","193,443,574",0,0,"2,852,217","8,404,818","5,139,428",0,0,"136,000","136,000","20,438,575","141,530",0,"230,692,142","1,758,368",0.77%
MERCER,5510,ROBBINSVILLE TWP,"2,491,756","2,491,756","3,122,798","737,126",0,0,"234,078","1,758,251","148,695","154,758",0,"29,880","29,880",0,"30,130",0,"3,122,798","631,042",25.33%
MERCER,5715,W WINDSOR-PLAINSBORO REG,"7,593,152","7,593,152","7,854,528","546,130",0,0,"905,779","5,946,283","173,051",0,0,"94,710","94,710",0,"93,865",0,"7,854,528","261,376",3.44%
MIDDLESEX,750,CARTERET BORO,"27,088,743","27,088,743","27,834,738","24,379,037",0,0,"137,540","2,287,579","420,092","500,000",0,"36,940","36,940",0,"36,610",0,"27,834,738","745,995",2.75%
MIDDLESEX,970,CRANBURY TWP,"476,041","476,041","506,963",0,0,0,"65,882","404,655","13,756",0,0,"7,650","7,650",0,"7,370",0,"506,963","30,922",6.50%
MIDDLESEX,1140,DUNELLEN BORO,"5,494,391","5,494,391","5,890,347","4,906,890",0,0,"21,220","703,414","65,057","159,306",0,"11,620","11,620",0,"11,220",0,"5,890,347","395,956",7.21%
MIDDLESEX,1170,EAST BRUNSWICK TWP,"17,995,272","17,995,272","18,198,710","11,737,848",0,0,"679,647","5,355,986","176,418",0,0,"83,350","83,350",1,"82,110",0,"18,198,710","203,438",1.13%
MIDDLESEX,1290,EDISON TWP,"14,035,490","14,035,490","15,492,024","5,003,761",0,0,"960,826","8,719,977","375,345",0,0,"142,270","142,270",0,"147,575",0,"15,492,024","1,456,534",10.38%
MIDDLESEX,2150,HIGHLAND PARK BORO,"3,676,784","3,677,347","3,885,439","2,792,423",0,0,"76,509","901,509","47,872",0,0,"15,870","15,870",0,"16,510","18,876","3,885,439","208,655",5.68%
MIDDLESEX,2370,JAMESBURG BORO,"5,078,778","5,078,778","5,353,086","4,481,743",0,0,"21,181","554,153","101,794","166,255",0,"9,480","9,480",0,"9,000",0,"5,353,086","274,308",5.40%
MIDDLESEX,3120,METUCHEN BORO,"1,079,208","1,079,208","1,156,163",0,0,0,"65,404","985,204","40,769",0,0,"21,075","21,075",0,"22,010",626,"1,156,163","76,955",7.13%
MIDDLESEX,3140,MIDDLESEX BORO,"8,915,077","8,915,077","9,122,803","7,600,453",0,0,"95,137","1,286,114","75,430","3,249",0,"21,080","21,080",0,"20,260",0,"9,122,803","207,726",2.33%
MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,"13,302,416","13,302,416","13,520,974","12,182,856",0,0,0,"1,159,017","117,501",0,0,"20,160","20,160",0,"21,280",0,"13,520,974","218,558",1.64%
MIDDLESEX,3220,MILLTOWN BORO,"1,145,246","1,145,246","1,186,590","490,212",0,0,"71,990","574,661","19,429",0,0,"9,575","9,575",0,"9,990","1,158","1,186,590","41,344",3.61%
MIDDLESEX,3290,MONROE TWP,"2,832,178","2,832,371","3,290,469",0,0,0,"570,717","2,434,917","103,764",0,0,"58,980","58,980",0,"62,515",596,"3,290,469","458,291",16.18%
MIDDLESEX,3530,NEW BRUNSWICK CITY,"123,906,734","123,919,786","126,873,046","116,665,220",0,0,"1,094,627","5,137,506","3,496,087","26,657",0,"88,500","88,500",0,"95,880","180,069","126,873,046","2,966,312",2.39%
MIDDLESEX,3620,NORTH BRUNSWICK TWP,"11,862,491","11,862,491","14,621,189","9,375,706",0,0,"494,496","3,679,455","553,681","329,331",0,"63,190","63,190",0,"62,140",0,"14,621,189","2,758,698",23.26%
MIDDLESEX,3845,OLD BRIDGE TWP,"44,779,742","44,779,742","44,779,742","36,713,533",0,0,"958,933","5,572,334","835,366",0,0,"86,680","86,680","437,066","89,150",0,"44,779,742",0,0.00%
MIDDLESEX,4090,PERTH AMBOY CITY,"160,402,588","160,402,588","161,347,542","137,398,670","11,689,337",0,"1,705,200","5,988,488","4,265,067",0,0,"99,740","99,740",0,"101,300",0,"161,347,542","944,954",0.59%
MIDDLESEX,4130,PISCATAWAY TWP,"15,911,190","15,911,190","16,906,426","10,682,561",0,0,"580,045","4,407,101","613,955","403,614",0,"73,450","73,450",0,"72,250",0,"16,906,426","995,236",6.26%
MIDDLESEX,4660,SAYREVILLE BORO,"21,330,942","21,330,942","22,330,303","16,439,333",0,0,"573,421","3,677,408","955,521","500,000",0,"61,380","61,380",0,"61,860",0,"22,330,303","999,361",4.69%
MIDDLESEX,4830,SOUTH AMBOY CITY,"6,627,860","6,627,860","6,627,860","5,719,489",0,0,"49,331","686,228","63,955","75,497",0,"11,320","11,320",0,"10,720",0,"6,627,860",0,0.00%
MIDDLESEX,4860,SOUTH BRUNSWICK TWP,"23,651,279","23,651,279","23,651,279","17,015,512",0,0,"711,504","5,479,892","183,321",0,0,"87,450","87,450",0,"86,150",0,"23,651,279",0,0.00%
MIDDLESEX,4910,SOUTH PLAINFIELD BORO,"9,200,178","9,200,178","9,202,688","6,636,433",0,0,"121,052","2,230,194","112,479",0,0,"34,410","34,410",0,"33,710",0,"9,202,688","2,510",0.03%
MIDDLESEX,4920,SOUTH RIVER BORO,"13,036,888","13,036,888","13,314,062","10,895,887",0,0,"112,277","1,448,923","287,765","500,000",0,"23,460","23,460",0,"22,290",0,"13,314,062","277,174",2.13%
MIDDLESEX,4970,SPOTSWOOD,"6,130,274","6,130,274","6,278,845","5,204,784",0,0,"63,438","923,046","36,526","6,761",0,"14,750","14,750",0,"14,790",0,"6,278,845","148,571",2.42%
MIDDLESEX,5850,WOODBRIDGE TWP,"23,934,460","23,934,460","28,997,676","18,914,654",0,0,"911,488","7,858,506","841,063","71,504",0,"132,265","132,265",0,"135,310",621,"28,997,676","5,063,216",21.15%
MONMOUTH,50,ALLENHURST,"47,922","47,922","46,964",0,0,0,"19,617",198,172,0,0,30,30,"26,857",60,0,"46,964",-958,-2.00%
MONMOUTH,100,ASBURY PARK CITY,"55,429,860","55,429,860","54,448,308","28,163,553",0,0,"380,652","1,392,679","1,000,414",0,0,"23,420","23,420","23,441,320","22,850",0,"54,448,308","-981,552",-1.77%
MONMOUTH,130,ATLANTIC HIGHLANDS BORO,"158,039","158,039","166,526",0,0,0,"3,850","147,833","6,263",0,0,"2,810","2,810",0,"2,960",0,"166,526","8,487",5.37%
MONMOUTH,180,AVON BORO,"179,323","179,323","182,458",0,0,0,"20,693","114,762","16,622",0,"24,120","1,590","1,590","1,511","1,570",0,"182,458","3,135",1.75%
MONMOUTH,270,BELMAR BORO,"995,504","995,504","975,594",0,0,0,"124,664","320,357","136,708",0,0,"5,650","5,650","376,895","5,670",0,"975,594","-19,910",-2.00%
MONMOUTH,500,BRADLEY BEACH BORO,"1,071,447","1,071,447","1,050,018",0,0,0,"81,273","210,689","93,889",0,0,"3,800","3,800","652,777","3,790",0,"1,050,018","-21,429",-2.00%
MONMOUTH,560,BRIELLE BORO,"440,399","440,399","467,593",0,0,0,"39,481","376,655","14,351",0,0,"8,060","8,060","13,186","7,800",0,"467,593","27,194",6.18%
MONMOUTH,945,COLTS NECK TWP,"1,010,861","1,010,861","1,025,733",0,0,0,"192,581","702,861","89,090",0,0,"9,330","9,330","13,941","8,600",0,"1,025,733","14,872",1.47%
MONMOUTH,1000,DEAL BORO,"2,102,539","2,115,112","2,115,112",0,0,"1,797,939","31,676","42,805","5,902","57,916","33,201","2,720","2,720","138,303","1,930",0,"2,115,112","12,573",0.60%
MONMOUTH,1260,EATONTOWN BORO,"3,851,572","3,851,572","3,774,541","728,620",0,0,"259,295","653,864","228,617",0,0,"10,570","10,570","1,872,505","10,500",0,"3,774,541","-77,031",-2.00%
MONMOUTH,1440,FAIR HAVEN BORO,"435,156","435,156","466,724",0,0,0,"11,599","409,311","16,914",0,0,"9,715","9,715",0,"9,470",0,"466,724","31,568",7.25%
MONMOUTH,1490,FARMINGDALE BORO,"784,929","784,929","785,824","503,920",0,0,"2,836","84,317","16,038",0,0,"1,440","1,440","174,253","1,580",0,"785,824",895,0.11%
MONMOUTH,1640,FREEHOLD BORO,"9,744,020","9,744,020","10,699,812","9,105,477",0,0,"54,775","842,591","212,987","435,142",0,"15,960","15,960",0,"16,920",0,"10,699,812","955,792",9.81%
MONMOUTH,1650,FREEHOLD REGIONAL,"51,564,083","51,564,083","51,564,083","40,713,982",0,0,"1,110,522","7,030,185","735,594",0,0,"113,720","113,720","1,636,230","110,130",0,"51,564,083",0,0.00%
MONMOUTH,1660,FREEHOLD TWP,"4,258,004","4,258,004","4,266,774","1,100,169",0,0,"333,183","2,624,533","93,758",0,0,"39,120","39,120",1,"36,890",0,"4,266,774","8,770",0.21%
MONMOUTH,2105,HAZLET TWP,"12,727,947","12,727,947","12,727,947","10,451,173",0,0,"180,190","1,936,203","71,011",0,0,"30,220","30,220",0,"28,930",0,"12,727,947",0,0.00%
MONMOUTH,2120,HENRY HUDSON REGIONAL,"800,630","800,630","784,617",0,0,0,"176,780","240,247","60,908",0,0,"3,030","3,030","297,832","2,790",0,"784,617","-16,013",-2.00%
MONMOUTH,2160,HIGHLANDS BORO,"642,233","642,233","629,388",0,0,0,"42,233","93,355","48,185",0,"88,935","1,640","1,640","351,700","1,700",0,"629,388","-12,845",-2.00%
MONMOUTH,2230,HOLMDEL TWP,"1,872,729","1,872,729","2,016,705",0,0,0,"311,207","1,479,185","139,118",0,0,"29,345","29,345",0,"28,505",0,"2,016,705","143,976",7.69%
MONMOUTH,2290,HOWELL TWP,"33,158,120","33,158,120","33,158,120","27,465,312",0,0,"619,299","3,740,074","517,479",0,0,"61,270","61,270","635,416","58,000",0,"33,158,120",0,0.00%
MONMOUTH,2320,INTERLAKEN,"62,459","62,459","63,529",0,0,0,"26,196","11,623","1,612","5,877",0,500,500,"16,821",400,0,"63,529","1,070",1.71%
MONMOUTH,2400,KEANSBURG BORO,"27,347,969","27,347,969","26,830,161","16,973,265",0,"9,886","244,350","901,656","535,157",0,0,"14,030","14,030","8,124,477","13,310",0,"26,830,161","-517,808",-1.89%
MONMOUTH,2430,KEYPORT BORO,"5,493,230","5,493,230","5,522,076","4,872,712",0,0,"17,999","543,225","62,410",0,0,"8,390","8,390",0,"8,950",0,"5,522,076","28,846",0.53%
MONMOUTH,2720,LITTLE SILVER BORO,"321,655","321,655","357,854",0,0,0,"12,408","306,548","13,628",0,0,"8,430","8,430",0,"8,410",0,"357,854","36,199",11.25%
MONMOUTH,2770,LONG BRANCH CITY,"42,540,363","42,540,363","43,224,236","37,671,938",0,0,"640,488","2,847,549","1,839,720","76,031",0,"48,780","48,780",0,"50,950",0,"43,224,236","683,873",1.61%
MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,"19,837,100","19,837,100","19,440,358","12,610,419",0,0,"2,122,959","3,077,364","403,710",0,0,"48,185","48,185","1,080,026","49,510",0,"19,440,358","-396,742",-2.00%
MONMOUTH,2930,MANASQUAN BORO,"610,874","610,874","624,883",0,0,0,"26,032","529,766","20,069",0,0,"9,560","9,560","20,596","9,300",0,"624,883","14,009",2.29%
MONMOUTH,3030,MARLBORO TWP,"11,651,542","11,651,542","11,418,511","6,247,588",0,0,"437,531","3,375,643","349,448",0,0,"50,140","50,140","860,366","47,655",0,"11,418,511","-233,031",-2.00%
MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,"12,272,450","12,272,450","12,396,728","9,386,075",0,0,"223,359","2,297,673","116,557",0,0,"37,880","37,880","259,694","37,610",0,"12,396,728","124,278",1.01%
MONMOUTH,3160,MIDDLETOWN TWP,"17,838,595","17,838,595","17,481,823","966,925",0,0,"2,899,811","6,138,424","839,030",0,0,"96,610","96,610","6,349,963","94,450",0,"17,481,823","-356,772",-2.00%
MONMOUTH,3200,MILLSTONE TWP,"4,799,939","4,799,939","4,799,939","2,349,161",0,0,"634,121","1,263,326","160,905",0,0,"18,105","18,105","339,326","16,890",0,"4,799,939",0,0.00%
MONMOUTH,3250,MONMOUTH BEACH BORO,"156,083","156,083","158,713",0,0,0,"4,563","139,229","4,945",0,0,"2,650","2,650","1,986","2,690",0,"158,713","2,630",1.69%
MONMOUTH,3260,MONMOUTH CO VOCATIONAL,"8,120,555","8,120,555","8,120,555","4,003,057",0,0,0,"1,304,032","183,721",0,0,"20,900","20,900","2,565,835","22,110",0,"8,120,555",0,0.00%
MONMOUTH,3270,MONMOUTH REGIONAL,"3,366,316","3,366,316","3,298,990","299,370",0,0,"583,284","643,368","108,037",0,0,"9,510","9,510","1,635,921","9,990",0,"3,298,990","-67,326",-2.00%
MONMOUTH,3500,NEPTUNE CITY,"2,061,529","2,061,529","2,061,529","1,569,105",0,0,"27,913","348,450","33,720","64,701",0,"6,050","6,050",0,"5,540",0,"2,061,529",0,0.00%
MONMOUTH,3510,NEPTUNE TWP,"32,746,719","32,746,719","32,091,785","25,407,093",0,0,"1,363,716","2,404,326","1,222,886",0,0,"38,650","38,650","1,579,834","36,630",0,"32,091,785","-654,934",-2.00%
MONMOUTH,3810,OCEAN TWP,"7,770,200","7,770,200","7,614,796",0,0,0,"1,335,875","2,331,447","416,454",0,0,"37,230","37,230","3,420,480","36,080",0,"7,614,796","-155,404",-2.00%
MONMOUTH,3830,OCEANPORT BORO,"446,744","446,744","457,470",0,0,0,"32,531","360,177","20,253",0,0,"5,860","5,860","27,299","5,490",0,"457,470","10,726",2.40%
MONMOUTH,4360,RED BANK BORO,"3,057,374","3,057,374","3,570,056","1,918,043",0,0,"40,184","684,183","173,565","339,219","373,912","13,410","13,410",0,"14,130",0,"3,570,056","512,682",16.77%
MONMOUTH,4365,RED BANK REGIONAL,"1,028,707","1,028,707","1,047,307","85,945",0,0,"236,500","540,429","116,159",0,0,"9,250","9,250","40,174","9,600",0,"1,047,307","18,600",1.81%
MONMOUTH,4520,ROOSEVELT BORO,"991,413","1,021,398","1,000,970","470,385",0,"319,840","63,927","68,205","8,957",0,0,"1,360","1,360","65,786","1,150",0,"1,000,970","9,557",0.96%
MONMOUTH,4570,RUMSON BORO,"392,112","392,112","433,575",0,0,0,"34,646","354,177","16,332",0,0,"9,520","9,520",0,"9,380",0,"433,575","41,463",10.57%
MONMOUTH,4580,RUMSON-FAIR HAVEN REG,"449,963","449,963","500,251",0,0,0,"40,363","417,025","15,063",0,0,"8,920","8,920",0,"9,960",0,"500,251","50,288",11.18%
MONMOUTH,4690,SEA GIRT BORO,"109,475","109,475","112,818",0,0,0,"3,990","99,206","2,968",0,0,"1,790","1,790","1,254","1,820",0,"112,818","3,343",3.05%
MONMOUTH,4760,SHORE REGIONAL,"447,363","447,363","471,868",0,0,0,"52,642","386,807","11,107",0,0,"6,310","6,310","2,702","5,990",0,"471,868","24,505",5.48%
MONMOUTH,4770,SHREWSBURY BORO,"241,643","241,643","253,810",0,0,0,"5,422","223,365","7,973",0,0,"4,620","4,620","2,810","5,000",0,"253,810","12,167",5.04%
MONMOUTH,4840,LAKE COMO,"591,456","591,456","579,627","168,669",0,0,"68,019","129,283","47,816",0,0,"1,890","1,890","160,400","1,660",0,"579,627","-11,829",-2.00%
MONMOUTH,4980,SPRING LAKE BORO,"197,310","197,310","201,306",0,0,0,"17,215","171,002","5,059",0,0,"2,830","2,830",0,"2,370",0,"201,306","3,996",2.03%
MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,"327,549","327,549","334,236",0,0,0,"24,559","286,470","9,257",0,0,"4,770","4,770",0,"4,410",0,"334,236","6,687",2.04%
MONMOUTH,5185,TINTON FALLS,"3,591,053","3,591,191","3,519,232",0,0,0,"858,536","914,473","151,130",0,0,"14,305","14,305","1,551,513","14,970",0,"3,519,232","-71,821",-2.00%
MONMOUTH,5230,UNION BEACH,"8,356,840","8,356,840","8,283,817","7,444,810",0,0,"39,173","658,640","28,312",0,0,"8,820","8,820","87,352","7,890",0,"8,283,817","-73,023",-0.87%
MONMOUTH,5310,UPPER FREEHOLD REGIONAL,"5,655,615","5,655,615","5,655,615","2,939,719",0,"1,151,850","399,444","990,729","123,383",0,0,"17,005","17,005",0,"16,480",0,"5,655,615",0,0.00%
MONMOUTH,5420,WALL TWP,"3,616,513","3,616,513","3,716,167",0,0,0,"769,076","2,484,152","341,937",0,0,"35,095","35,095","15,712","35,100",0,"3,716,167","99,654",2.76%
MONMOUTH,5640,WEST LONG BRANCH BORO,"283,442","283,442","302,812",0,0,0,"16,545","257,366","12,310",0,0,"5,550","5,550",1,"5,490",0,"302,812","19,370",6.83%
MORRIS,450,BOONTON TOWN,"1,190,814","1,191,954","1,322,889","550,750",0,"58,944","13,632","599,367","51,622",0,0,"10,290","10,290","14,736","10,750","2,508","1,322,889","132,075",11.09%
MORRIS,460,BOONTON TWP,"474,134","474,134","500,781",0,0,0,"62,787","403,507","13,027",0,0,"7,190","7,190",0,"7,080",0,"500,781","26,647",5.62%
MORRIS,630,BUTLER BORO,"1,998,142","1,998,322","2,014,571","1,257,952",0,"26,218","53,072","583,508","23,261",0,0,"9,390","9,390","41,810","9,610",360,"2,014,571","16,429",0.82%
MORRIS,785,SCH DIST OF THE CHATHAMS,"2,003,490","2,003,490","2,171,620",0,0,0,"171,366","1,806,940","71,443",0,0,"40,600","40,600",1,"40,670",0,"2,171,620","168,130",8.39%
MORRIS,820,CHESTER TWP,"1,055,902","1,055,902","1,088,727",0,0,0,"119,934","862,238","62,405",0,0,"11,430","11,430","10,550","10,740",0,"1,088,727","32,825",3.11%
MORRIS,1090,DENVILLE TWP,"1,216,212","1,216,212","1,252,597",0,0,0,"123,304","1,050,628","29,235",0,0,"16,820","16,820",0,"15,790",0,"1,252,597","36,385",2.99%
MORRIS,1110,DOVER TOWN,"24,712,336","24,712,336","25,905,898","23,106,035",0,0,"73,021","1,739,730","358,459","536,632",0,"29,260","29,260",0,"31,300","2,201","25,905,898","1,193,562",4.83%
