COUNTY,DISTRICT_NAME,DIST_CODE,K-12_2012-2013_TOTAL_AID,EQUALIZATION_AID,EDUCATIONAL_ADEQUACY_AID,CHOICE_AID,TRANSPORTATION_AID,SPECIAL_EDUCATION_CATEGORICAL_AID,SECURITY_AID,ADJUSTMENT_AID,UNDER_ADEQUACY_AID,SUPPLEMENTAL_ENROLLMENT_GROWTH_AID,ADDITIONAL_ADJUSTMENT_AID,K-12_2013-2014_TOTAL_AID,ONE_YEAR_AID_CHANGE,%_AID_CHANGE
CAPE MAY,SEA ISLE CITY,4700,"252,906",0,0,0,"95,901","61,827","16,321","44,536",0,"32,384","1,937","252,906",0,0
CAPE MAY,STONE HARBOR BORO,5060,"52,763",0,0,0,"19,782","23,240","2,817","3,705",0,0,"3,219","52,763",0,0
CAPE MAY,UPPER TWP,5340,"9,509,484","4,307,772",0,0,"1,445,583","1,098,835","164,852","2,640,282",0,0,0,"9,657,324","147,840",1.6
CAPE MAY,WEST CAPE MAY BORO,5610,"304,026",0,0,"401,310","5,502","27,618","6,484",0,"38,690",0,0,"479,604","175,578",57.8
CAPE MAY,WEST WILDWOOD,5700,"35,671",0,0,0,"1,801","33,757","2,578",0,0,0,0,"38,136","2,465",6.9
CAPE MAY,WILDWOOD CITY,5790,"5,013,604","812,938",0,0,"120,076","394,801","274,601","3,567,304",0,0,0,"5,169,720","156,116",3.1
CAPE MAY,WILDWOOD CREST BORO,5800,"498,241",0,0,0,"52,311","164,871","37,185","250,091",0,0,0,"504,458","6,217",1.2
CAPE MAY,WOODBINE BORO,5840,"2,867,407","1,798,565",0,"16,014","164,943","122,247","85,572","761,240",0,0,0,"2,948,581","81,174",2.8
CUMBERLAND,BRIDGETON CITY,540,"76,685,840","70,303,534","3,901,078",0,"605,810","2,692,474","2,030,338",0,"311,832",0,0,"79,845,066","3,159,226",4.1
CUMBERLAND,COMMERCIAL TWP,950,"10,162,455","9,272,615",0,0,"196,051","470,267","283,193",0,944,0,0,"10,223,070","60,615",0.6
CUMBERLAND,CUMBERLAND CO VOCATIONAL,995,"3,823,408","3,734,073",0,0,0,"163,569","20,801",0,0,0,0,"3,918,443","95,035",2.5
CUMBERLAND,CUMBERLAND REGIONAL,997,"12,125,963","10,078,197",0,"874,384","128,298","696,669","178,493","9,412",0,0,"160,510","12,125,963",0,0
CUMBERLAND,DEERFIELD TWP,1020,"2,485,960","2,230,074",0,0,"19,164","192,699","44,024",0,0,0,0,"2,485,961",1,0
CUMBERLAND,DOWNE TWP,1120,"1,734,669","1,148,599",0,"231,952","113,283","109,379","40,699","199,790",0,0,0,"1,843,702","109,033",6.3
CUMBERLAND,FAIRFIELD TWP,1460,"5,951,599","5,088,222",0,0,"157,300","286,612","166,335","253,131","41,872",0,0,"5,993,472","41,873",0.7
CUMBERLAND,GREENWICH TWP,1820,"415,592","189,820",0,0,"17,030","37,201","7,420","175,587",0,0,0,"427,058","11,466",2.8
CUMBERLAND,HOPEWELL TWP,2270,"3,309,520","2,671,653",0,0,"146,233","270,723","72,234","239,245","4,710",0,0,"3,404,798","95,278",2.9
CUMBERLAND,LAWRENCE TWP,2570,"5,862,000","5,065,576",0,"407,512","57,280","330,508","158,998",0,"3,746",0,0,"6,023,620","161,620",2.8
CUMBERLAND,MAURICE RIVER TWP,3050,"4,553,111","3,545,120",0,"471,768","291,732","283,265","94,769",0,"21,720",0,0,"4,708,374","155,263",3.4
CUMBERLAND,MILLVILLE CITY,3230,"67,335,170","49,446,977",0,0,"1,606,355","2,687,332","1,554,350","12,565,599",0,0,0,"67,860,613","525,443",0.8
CUMBERLAND,STOW CREEK TWP,5070,"829,948","566,187",0,0,"52,220","68,555","16,100","121,527",0,0,"5,359","829,948",0,0
CUMBERLAND,UPPER DEERFIELD TWP,5300,"6,009,386","5,604,194",0,0,"58,120","456,601","146,667",0,0,0,0,"6,265,582","256,196",4.3
CUMBERLAND,VINELAND CITY,5390,"135,247,239","89,507,454",0,0,"4,314,688","5,190,051","3,028,970","34,392,237",0,0,0,"136,433,400","1,186,161",0.9
ESSEX,BELLEVILLE TOWN,250,"25,130,065","21,802,381",0,0,"202,174","2,840,089","285,421",0,"500,000",0,0,"25,630,065","500,000",2
ESSEX,BLOOMFIELD TWP,410,"20,199,014","15,125,042",0,0,"200,619","3,681,307","1,192,046",0,"500,000",0,0,"20,699,014","500,000",2.5
ESSEX,CALDWELL-WEST CALDWELL,660,"961,290",0,0,0,"72,385","848,871","40,034",0,0,0,0,"961,290",0,0
ESSEX,CEDAR GROVE TWP,760,"723,287",0,0,0,"56,678","640,232","26,377",0,0,0,0,"723,287",0,0
ESSEX,EAST ORANGE,1210,"176,635,492","134,123,318",0,0,"1,183,036","6,372,145","3,859,812","32,420,739",0,0,0,"177,959,050","1,323,558",0.7
ESSEX,ESSEX CO VOC-TECH,1390,"20,585,108","19,068,954",0,0,0,"1,280,037","190,268",0,0,0,"45,849","20,585,108",0,0
ESSEX,ESSEX FELLS BORO,1400,"94,756",0,0,0,601,"89,553","2,687",0,0,0,"1,915","94,756",0,0
ESSEX,FAIRFIELD TWP,1465,"296,821",0,0,0,"17,428","268,309","11,083",0,0,0,1,"296,821",0,0
ESSEX,GLEN RIDGE BORO,1750,"720,471",0,0,0,"23,478","667,725","29,268",0,0,0,0,"720,471",0,0
ESSEX,IRVINGTON TOWNSHIP,2330,"111,604,784","81,433,567",0,0,"1,175,305","4,330,651","2,502,539","22,788,835",0,0,0,"112,230,897","626,113",0.6
ESSEX,LIVINGSTON TWP,2730,"2,416,835",0,0,0,"211,108","2,114,543","91,185",0,0,0,0,"2,416,836",1,0
ESSEX,MILLBURN TWP,3190,"1,882,982",0,0,0,"132,617","1,673,693","76,672",0,0,0,0,"1,882,982",0,0
ESSEX,MONTCLAIR TOWN,3310,"6,586,651",0,0,0,"1,164,526","4,171,264","747,557","322,539",0,0,"180,765","6,586,651",0,0
ESSEX,NEWARK CITY,3570,"714,315,679","645,243,822",0,0,"6,754,710","28,180,824","19,309,359","13,306,175",0,0,"1,520,789","714,315,679",0,0
ESSEX,NORTH CALDWELL BORO,3630,"220,388",0,0,0,"85,492","86,078","48,817",0,0,0,1,"220,388",0,0
ESSEX,NUTLEY TOWN,3750,"6,921,851","4,348,391",0,0,"90,584","2,412,726","70,151",0,0,0,0,"6,921,852",1,0
ESSEX,CITY OF ORANGE TWP,3880,"71,995,702","60,692,109","7,152,931",0,"545,602","2,860,412","1,838,577",0,"265,589",0,0,"73,355,220","1,359,518",1.9
ESSEX,ROSELAND BORO,4530,"268,042",0,0,0,"20,916","239,967","7,158",0,0,0,1,"268,042",0,0
ESSEX,SOUTH ORANGE-MAPLEWOOD,4900,"4,075,898",0,0,0,"282,031","3,630,949","162,918",0,0,0,0,"4,075,898",0,0
ESSEX,VERONA BORO,5370,"843,727",0,0,0,"15,587","794,481","33,659",0,0,0,0,"843,727",0,0
ESSEX,WEST ESSEX REGIONAL,5630,"996,142",0,0,0,"158,980","811,495","25,666",0,0,0,1,"996,142",0,0
ESSEX,WEST ORANGE TOWN,5680,"6,809,707","1,793,898",0,0,"438,150","4,191,194","386,465",0,0,0,0,"6,809,707",0,0
GLOUCESTER,CLAYTON BORO,860,"9,644,618","8,683,487",0,"14,890","60,696","728,613","171,822",0,"77,145",0,0,"9,736,653","92,035",1
GLOUCESTER,CLEARVIEW REGIONAL,870,"14,669,013","12,725,860",0,0,"409,464","1,397,198","195,116",0,"124,697",0,0,"14,852,335","183,322",1.2
GLOUCESTER,DEPTFORD TWP,1100,"22,765,106","20,154,580",0,0,"316,708","2,287,352","461,530",0,"12,894",0,0,"23,233,064","467,958",2.1
GLOUCESTER,EAST GREENWICH TWP,1180,"3,264,854","1,950,752",0,0,"82,561","609,732","82,027",0,"123,906","539,780",0,"3,388,758","123,904",3.8
GLOUCESTER,ELK TWP,1330,"2,414,502","2,013,576",0,"43,314","157,280","195,091","66,201","38,757","5,178",0,0,"2,519,397","104,895",4.3
GLOUCESTER,FRANKLIN TWP,1590,"8,521,353","7,422,943",0,0,"381,399","725,636","173,504",0,0,0,0,"8,703,482","182,129",2.1
GLOUCESTER,GATEWAY REGIONAL,1715,"6,934,535","5,835,868",0,"513,216","448,258","483,199","115,019",0,0,0,0,"7,395,560","461,025",6.6
GLOUCESTER,GLASSBORO,1730,"15,706,240","14,747,822",0,"115,088","108,428","1,173,519","259,267",0,0,0,0,"16,404,124","697,884",4.4
GLOUCESTER,GLOUCESTER CO VOCATIONAL,1775,"7,636,692","6,927,424",0,0,0,"677,047","32,222",0,0,0,0,"7,636,693",1,0
GLOUCESTER,GREENWICH TWP,1830,"1,091,720",0,0,0,"272,654","342,959","84,835","410,720",0,0,0,"1,111,168","19,448",1.8
GLOUCESTER,HARRISON TWP,2070,"6,074,767","5,031,432",0,0,"174,772","788,766","106,673",0,0,0,0,"6,101,643","26,876",0.4
GLOUCESTER,KINGSWAY REGIONAL,2440,"8,563,563","6,107,281",0,0,"255,495","1,121,086","158,030",0,"133,057","921,670",0,"8,696,619","133,056",1.6
GLOUCESTER,LOGAN TWP,2750,"5,320,717","3,990,950",0,0,"384,544","633,953","101,621","220,299",0,0,0,"5,331,367","10,650",0.2
GLOUCESTER,MANTUA TWP,2990,"6,102,434","5,286,989",0,0,"94,099","731,840","24,998",0,0,0,0,"6,137,926","35,492",0.6
GLOUCESTER,MONROE TWP,3280,"34,271,298","29,851,073",0,0,"432,551","3,338,740","648,933",0,"138,556",0,0,"34,409,853","138,555",0.4
GLOUCESTER,NATIONAL PARK BORO,3490,"2,049,081","1,904,909",0,0,"6,376","148,644","13,325",0,0,0,0,"2,073,254","24,173",1.2
GLOUCESTER,NEWFIELD BORO,3580,"1,420,601","1,164,761",0,0,"84,375","128,334","43,132",0,0,0,0,"1,420,602",1,0
GLOUCESTER,PAULSBORO BORO,4020,"11,917,377","11,357,502",0,"18,340","25,418","615,970","74,739",0,0,0,0,"12,091,969","174,592",1.5
GLOUCESTER,PITMAN BORO,4140,"9,601,882","7,077,074",0,0,"149,546","792,393","135,567","1,645,845",0,0,0,"9,800,425","198,543",2.1
GLOUCESTER,SOUTH HARRISON TWP,4880,"1,501,474","888,987",0,"276,979","31,891","207,121","26,008",0,"6,832","149,760",0,"1,587,578","86,104",5.7
GLOUCESTER,DELSEA REGIONAL H.S DIST.,4940,"13,094,352","12,086,304",0,"323,031","300,718","956,261","231,243",0,0,0,0,"13,897,557","803,205",6.1
GLOUCESTER,SWEDESBORO-WOOLWICH,5120,"6,846,925","4,503,553",0,0,"235,217","1,002,741","141,800",0,"4,684","963,615",0,"6,851,610","4,685",0.1
GLOUCESTER,WASHINGTON TWP,5500,"49,346,592","38,162,410",0,0,"2,909,313","4,519,182","747,449","3,559,441",0,0,0,"49,897,795","551,203",1.1
GLOUCESTER,WENONAH BORO,5590,"494,017","348,977",0,0,"1,070","140,582","3,555",0,120,0,0,"494,304",287,0.1
GLOUCESTER,WEST DEPTFORD TWP,5620,"11,531,659","9,715,221",0,0,"289,865","1,682,240","286,223",0,0,0,0,"11,973,549","441,890",3.8
GLOUCESTER,WESTVILLE BORO,5740,"2,357,156","2,274,046",0,0,"3,217","170,596","17,739",0,0,0,0,"2,465,598","108,442",4.6
GLOUCESTER,WOODBURY CITY,5860,"11,612,660","10,856,760",0,"41,796","47,242","854,097","93,162",0,0,0,0,"11,893,057","280,397",2.4
GLOUCESTER,WOODBURY HEIGHTS BORO,5870,"992,368","850,018",0,0,"5,424","132,086","4,841",0,0,0,0,"992,369",1,0
HUDSON,BAYONNE CITY,220,"52,838,901","46,701,236",0,0,"64,658","5,433,590","639,416",0,"500,000",0,0,"53,338,900","499,999",0.9
HUDSON,EAST NEWARK BORO,1200,"3,315,423","3,075,210",0,0,"7,297","211,093","21,823",0,"72,274",0,0,"3,387,697","72,274",2.2
HUDSON,GUTTENBERG TOWN,1850,"4,606,642","3,594,240",0,0,"7,250","807,468","197,684",0,"400,877",0,0,"5,007,519","400,877",8.7
HUDSON,HARRISON TOWN,2060,"25,057,532","23,080,693",0,0,"145,453","1,254,537","822,910",0,"40,247",0,0,"25,343,840","286,308",1.1
HUDSON,HOBOKEN CITY,2210,"9,717,346",0,0,"2,821,203","124,289","1,463,760","725,704","5,392,689",0,0,0,"10,527,645","810,299",8.3
HUDSON,HUDSON COUNTY VOCATIONAL,2295,"21,066,743","19,299,976",0,0,"131,518","1,482,331","152,917",0,0,0,1,"21,066,743",0,0
HUDSON,JERSEY CITY,2390,"417,859,150","270,661,365","125,411",0,"2,953,347","18,332,551","11,334,316","114,452,158",0,0,2,"417,859,150",0,0
HUDSON,KEARNY TOWN,2410,"30,018,366","26,090,104",0,0,"50,657","3,528,116","349,488",0,"500,000",0,0,"30,518,365","499,999",1.7
HUDSON,NORTH BERGEN TWP,3610,"55,954,823","50,413,223",0,0,"138,421","4,568,078","835,101",0,"500,000",0,0,"56,454,823","500,000",0.9
HUDSON,SECAUCUS TOWN,4730,"927,286",0,0,0,"70,500","792,919","63,867",0,0,0,0,"927,286",0,0
HUDSON,UNION CITY,5240,"174,235,441","164,712,713",0,0,"475,331","6,724,737","5,226,396",0,"447,622",0,0,"177,586,799","3,351,358",1.9
HUDSON,WEEHAWKEN TWP,5580,"2,668,030",0,0,0,"150,390","724,050","352,479","1,441,112",0,0,0,"2,668,031",1,0
HUDSON,WEST NEW YORK TOWN,5670,"90,776,958","85,160,953",0,0,"502,011","4,162,377","2,840,803",0,"500,000",0,0,"93,166,144","2,389,186",2.6
HUNTERDON,ALEXANDRIA TWP,20,"1,562,762","644,612",0,"356,776","253,247","335,552","42,678","16,472",0,0,0,"1,649,337","86,575",5.5
HUNTERDON,BETHLEHEM TWP,370,"1,522,306","984,263",0,"45,356","81,797","301,829","37,641",0,0,0,"71,420","1,522,306",0,0
HUNTERDON,BLOOMSBURY BORO,430,"1,335,110","766,421",0,"331,740","8,512","105,121","6,556",0,"2,558",0,"114,202","1,335,110",0,0
HUNTERDON,CALIFON BORO,670,"249,050","149,438",0,"45,876","3,762","93,822","2,028",0,0,0,0,"294,926","45,876",18.4
HUNTERDON,CLINTON TOWN - GLEN GARDNER,910,"1,156,645","613,561",0,0,"25,514","230,446","26,469","292,658",0,0,0,"1,188,648","32,003",2.8
HUNTERDON,CLINTON TWP,920,"2,293,533",0,0,"1,457,792","147,078","780,827","82,468",0,0,0,0,"2,468,165","174,632",7.6
HUNTERDON,DELAWARE TWP,1040,"862,897",0,0,"275,562","167,799","265,142","34,048","393,911",0,0,0,"1,136,462","273,565",31.7
HUNTERDON,DELAWARE VALLEY REGIONAL,1050,"3,979,460","3,173,700",0,0,"116,642","592,662","74,763",0,0,0,"21,693","3,979,460",0,0
HUNTERDON,EAST AMWELL TWP,1160,"601,449",0,0,"106,880","181,957","280,435","37,939","98,275",0,0,0,"705,486","104,037",17.3
HUNTERDON,FLEMINGTON-RARITAN REG,1510,"6,061,419","3,583,525",0,0,"276,640","2,067,960","133,295",0,0,0,0,"6,061,420",1,0
HUNTERDON,FRANKLIN TWP,1600,"231,044",0,0,"25,796","29,391","187,645","16,708",0,0,0,0,"259,540","28,496",12.3
HUNTERDON,FRENCHTOWN BORO,1680,"709,925","508,039",0,"135,422",457,"85,703","3,251",0,0,0,0,"732,872","22,947",3.2
HUNTERDON,HAMPTON BORO,1970,"786,845","651,390",0,0,"3,651","73,373","8,354","5,089",0,0,"44,988","786,845",0,0
HUNTERDON,HIGH BRIDGE BORO,2140,"1,438,553","1,041,918",0,0,"14,219","207,062","29,645","122,223",0,0,"23,486","1,438,553",0,0
HUNTERDON,HOLLAND TWP,2220,"1,727,829","1,291,479",0,0,"53,541","373,356","9,453",0,0,0,0,"1,727,829",0,0
HUNTERDON,HUNTERDON CENTRAL REG,2300,"5,383,063","3,185,863",0,"288,246","308,410","1,840,406","48,383",0,0,0,0,"5,671,308","288,245",5.4
HUNTERDON,HUNTERDON CO VOCATIONAL,2308,"926,483","241,040",0,0,0,"132,571","17,448","529,253",0,0,"6,171","926,483",0,0
HUNTERDON,KINGWOOD TWP,2450,"1,217,726","441,447",0,"97,544","157,946","244,823","31,021","301,310",0,0,0,"1,274,091","56,365",4.6
HUNTERDON,LAMBERTVILLE CITY,2530,"266,983",0,0,"110,144","7,480","109,331","22,698",0,0,0,"17,330","266,983",0,0
HUNTERDON,LEBANON BORO,2590,"185,003",0,0,"38,478","12,988","64,267","7,997",0,0,0,"61,273","185,003",0,0
HUNTERDON,LEBANON TWP,2600,"2,024,524","1,058,133",0,"310,968","335,006","429,461","54,166","126,718",0,0,0,"2,314,452","289,928",14.3
HUNTERDON,MILFORD BORO,3180,"265,065","202,744",0,"44,604","2,238","58,167","1,915",0,0,0,0,"309,668","44,603",16.8
HUNTERDON,N HUNT/VOORHEES REGIONAL,3660,"5,471,433","3,405,928",0,0,"282,618","1,738,465","44,422",0,0,0,0,"5,471,433",0,0
HUNTERDON,READINGTON TWP,4350,"1,369,600",0,0,0,"155,563","1,137,296","67,253",0,0,0,"9,488","1,369,600",0,0
HUNTERDON,SOUTH HUNTERDON REGIONAL,4890,"1,212,349",0,0,"829,495","196,604","222,528","30,510",0,0,0,0,"1,279,137","66,788",5.5
HUNTERDON,STOCKTON BORO,5050,"175,420",0,0,"319,875",900,"10,787","2,545",0,"1,057",0,0,"335,164","159,744",91.1
HUNTERDON,TEWKSBURY TWP,5180,"501,538",0,0,"257,900","90,472","354,090","56,976",0,0,0,0,"759,438","257,900",51.4
HUNTERDON,UNION TWP,5270,"559,324",0,0,0,"210,782","294,741","36,626","14,726",0,0,"2,449","559,324",0,0
HUNTERDON,WEST AMWELL TWP,5600,"231,044",0,0,0,"56,453","152,977","19,481",0,0,0,"2,133","231,044",0,0
MERCER,EAST WINDSOR REGIONAL,1245,"18,398,954","14,553,606",0,0,"404,533","2,941,036","499,780",0,0,0,0,"18,398,955",1,0
MERCER,EWING TWP,1430,"9,524,254","6,862,747",0,0,"230,148","2,208,951","222,407",0,0,0,1,"9,524,254",0,0
MERCER,HAMILTON TWP,1950,"73,170,915","64,508,297",0,0,"720,415","7,549,779","545,728",0,"40,007",0,0,"73,364,226","193,311",0.3
MERCER,HOPEWELL VALLEY REGIONAL,2280,"2,490,613",0,0,0,"349,130","2,087,038","54,445",0,0,0,0,"2,490,613",0,0
MERCER,LAWRENCE TWP,2580,"3,337,252",0,0,0,"612,017","2,353,591","417,886",0,0,0,0,"3,383,494","46,242",1.4
MERCER,MERCER COUNTY VOCATIONAL,3105,"2,387,159","2,030,220",0,0,0,"221,405","43,495","106,758",0,0,0,"2,401,878","14,719",0.6
MERCER,PRINCETON REGIONAL,4255,"3,337,049",0,0,0,"846,497","2,107,628","299,807","107,606",0,0,0,"3,361,538","24,489",0.7
MERCER,TRENTON CITY,5210,"226,927,752","190,547,980",0,0,"2,732,863","8,270,931","5,077,389","21,179,870",0,0,0,"227,809,033","881,281",0.4
MERCER,ROBBINSVILLE TWP,5510,"2,222,541","109,932",0,0,"201,800","1,765,433","145,376",0,"154,758",0,0,"2,377,299","154,758",7
MERCER,W WINDSOR-PLAINSBORO REG,5715,"7,277,104","565,938",0,0,"795,567","5,763,900","151,699",0,0,0,0,"7,277,104",0,0
MIDDLESEX,CARTERET BORO,750,"26,270,259","23,509,312",0,0,"120,856","2,257,589","382,501",0,"500,000",0,0,"26,770,258","499,999",1.9
MIDDLESEX,CRANBURY TWP,970,"451,202",0,0,0,"58,143","380,947","12,113",0,0,0,0,"451,203",1,0
MIDDLESEX,DUNELLEN BORO,1140,"5,256,166","4,487,536",0,0,"18,828","694,377","55,425",0,"159,306",0,0,"5,415,472","159,306",3
MIDDLESEX,EAST BRUNSWICK TWP,1170,"17,678,170","11,844,263",0,0,"596,256","5,085,994","151,656",0,0,0,1,"17,678,170",0,0
MIDDLESEX,EDISON TWP,1290,"13,496,945","3,675,883",0,0,"829,736","8,667,867","323,459",0,0,0,0,"13,496,945",0,0
MIDDLESEX,HIGHLAND PARK BORO,2150,"3,596,411","2,609,134",0,0,"67,688","883,312","36,277",0,0,0,0,"3,596,411",0,0
MIDDLESEX,JAMESBURG BORO,2370,"4,842,884","4,182,690",0,0,"17,983","546,529","95,682",0,"166,255",0,0,"5,009,139","166,255",3.4
MIDDLESEX,METUCHEN BORO,3120,"1,009,267",0,0,0,"59,865","914,044","35,358",0,0,0,0,"1,009,267",0,0
MIDDLESEX,MIDDLESEX BORO,3140,"8,786,000","7,367,855",0,0,"83,572","1,270,281","64,291",0,"3,249",0,0,"8,789,248","3,248",0
MIDDLESEX,MIDDLESEX CO VOCATIONAL,3150,"13,147,091","11,911,557",0,0,0,"1,135,471","100,064",0,0,0,0,"13,147,092",1,0
MIDDLESEX,MILLTOWN BORO,3220,"1,082,733","464,848",0,0,"63,695","564,678","17,104",0,0,0,0,"1,110,325","27,592",2.5
MIDDLESEX,MONROE TWP,3290,"2,637,528",0,0,0,"496,510","2,048,517","92,501",0,0,0,0,"2,637,528",0,0
MIDDLESEX,NEW BRUNSWICK CITY,3530,"120,292,970","113,001,439",0,0,"1,087,379","5,027,788","3,457,005",0,"26,657",0,0,"122,600,268","2,307,298",1.9
MIDDLESEX,NORTH BRUNSWICK TWP,3620,"11,246,774","6,681,891",0,0,"427,308","3,621,124","516,450",0,"329,331",0,0,"11,576,104","329,330",2.9
MIDDLESEX,OLD BRIDGE TWP,3845,"44,462,577","36,867,100",0,0,"841,635","5,499,282","817,494",0,0,0,"437,066","44,462,577",0,0
MIDDLESEX,PERTH AMBOY CITY,4090,"157,355,943","136,227,020","11,689,337",0,"1,724,246","5,893,084","4,257,756",0,0,0,0,"159,791,443","2,435,500",1.5
MIDDLESEX,PISCATAWAY TWP,4130,"15,159,189","9,741,772",0,0,"489,054","4,343,922","584,442",0,"403,614",0,0,"15,562,804","403,615",2.7
MIDDLESEX,SAYREVILLE BORO,4660,"20,476,829","15,422,173",0,0,"497,507","3,619,830","937,318",0,"500,000",0,0,"20,976,828","499,999",2.4
MIDDLESEX,SOUTH AMBOY CITY,4830,"6,537,192","5,720,187",0,0,"43,463","678,015","56,004",0,"75,497",0,0,"6,573,166","35,974",0.6
MIDDLESEX,SOUTH BRUNSWICK TWP,4860,"23,220,340","17,018,097",0,0,"628,937","5,412,797","160,510",0,0,0,0,"23,220,341",1,0
MIDDLESEX,SOUTH PLAINFIELD BORO,4910,"9,063,278","6,660,858",0,0,"100,859","2,204,418","97,143",0,0,0,0,"9,063,278",0,0
MIDDLESEX,SOUTH RIVER BORO,4920,"12,358,201","10,551,002",0,0,"99,861","1,432,582","274,755",0,"500,000",0,0,"12,858,200","499,999",4
MIDDLESEX,SPOTSWOOD,4970,"6,014,918","5,037,971",0,0,"54,800","910,803","31,878",0,"6,761",0,0,"6,042,213","27,295",0.5
MIDDLESEX,WOODBRIDGE TWP,5850,"23,285,384","14,005,039",0,0,"794,036","7,725,828","760,481",0,"71,504",0,0,"23,356,888","71,504",0.3
MONMOUTH,ALLENHURST,50,"47,545",0,0,0,"19,708",0,162,"27,815",0,0,0,"47,685",140,0.3
MONMOUTH,ASBURY PARK CITY,100,"55,195,430","28,163,553",0,0,"380,652","1,392,679","1,000,414","24,422,872",0,0,0,"55,360,170","164,740",0.3
MONMOUTH,ATLANTIC HIGHLANDS BORO,130,"145,785",0,0,0,"3,468","139,672","5,582",0,0,0,0,"148,722","2,937",2
MONMOUTH,AVON BORO,180,"172,384",0,0,0,"19,060","110,961","16,732",0,0,"24,120","1,511","172,384",0,0
MONMOUTH,BELMAR BORO,270,"969,670",0,0,0,"122,321","314,554","135,146","397,649",0,0,0,"969,670",0,0
MONMOUTH,BRADLEY BEACH BORO,500,"1,043,168",0,0,0,"81,650","206,647","92,406","674,206",0,0,0,"1,054,909","11,741",1.1
MONMOUTH,BRIELLE BORO,560,"413,948",0,0,0,"35,030","353,099","12,633",0,0,0,"13,186","413,948",0,0
MONMOUTH,COLTS NECK TWP,945,"978,968",0,0,0,"171,526","703,608","89,893",0,0,0,"13,941","978,968",0,0
MONMOUTH,DEAL BORO,1000,"1,878,436",0,0,"1,961,388","32,118","38,413","5,384",0,"57,916","33,201",0,"2,128,420","249,984",13.3
MONMOUTH,EATONTOWN BORO,1260,"3,744,053","721,245",0,0,"258,203","645,399","225,767","1,953,085",0,0,0,"3,803,699","59,646",1.6
MONMOUTH,FAIR HAVEN BORO,1440,"404,094",0,0,0,"10,271","378,931","14,892",0,0,0,0,"404,094",0,0
MONMOUTH,FARMINGDALE BORO,1490,"758,642","496,434",0,0,"2,612","82,456","15,561","180,573",0,0,0,"777,636","18,994",2.5
MONMOUTH,FREEHOLD BORO,1640,"9,176,188","8,115,888",0,0,"44,314","821,499","194,487",0,"435,142",0,0,"9,611,330","435,142",4.7
MONMOUTH,FREEHOLD REGIONAL,1650,"51,226,513","40,713,982",0,0,"1,110,522","7,030,185","735,594",0,0,0,"1,636,230","51,226,513",0,0
MONMOUTH,FREEHOLD TWP,1660,"4,123,288","1,140,072",0,0,"300,655","2,597,902","84,658",0,0,0,1,"4,123,288",0,0
MONMOUTH,HAZLET TWP,2105,"12,606,511","10,467,565",0,0,"159,264","1,917,881","61,801",0,0,0,0,"12,606,511",0,0
MONMOUTH,HENRY HUDSON REGIONAL,2120,"788,450",0,0,0,"176,780","240,247","60,908","313,845",0,0,0,"791,780","3,330",0.4
MONMOUTH,HIGHLANDS BORO,2160,"626,438",0,0,0,"41,745","91,617","47,943","364,545",0,"88,935",0,"634,785","8,347",1.3
MONMOUTH,HOLMDEL TWP,2230,"1,777,056",0,0,0,"275,873","1,365,120","136,063",0,0,0,0,"1,777,056",0,0
MONMOUTH,HOWELL TWP,2290,"32,977,580","27,465,312",0,0,"619,299","3,740,074","517,479",0,0,0,"635,416","32,977,580",0,0
MONMOUTH,INTERLAKEN,2320,"52,523",0,0,0,"26,064","9,706","1,558","17,431","5,877",0,0,"60,636","8,113",15.4
MONMOUTH,KEANSBURG BORO,2400,"26,876,780","16,973,265",0,0,"244,350","901,656","535,157","8,642,285",0,0,0,"27,296,713","419,933",1.6
MONMOUTH,KEYPORT BORO,2430,"5,368,108","4,822,886",0,0,"16,402","535,461","54,044",0,0,0,0,"5,428,793","60,685",1.1
MONMOUTH,LITTLE SILVER BORO,2720,"294,704",0,0,0,"10,488","272,441","11,775",0,0,0,0,"294,704",0,0
MONMOUTH,LONG BRANCH CITY,2770,"41,795,235","36,768,086",0,0,"627,703","2,795,051","1,823,590",0,"76,031",0,0,"42,090,461","295,226",0.7
