County,Dist,District,"FY19 
K to 12 Aid","Equalization
Aid","Educational
Adequacy Aid","Proj FY20
Choice Aid","Transportation
Aid","Special
Education Aid","Security
Aid","Adjustment
Aid",Vocational Expansion Stabilization Aid,"FY20 
K to 12 Aid","FY19- FY20
K to 12 Aid
Difference",Aid Percent Difference
Morris,2000,Hanover Twp,"1,031,052",0,0,0,"214,496","875,677","25,667",0,0,"1,115,840","84,788",8.22%
Morris,2010,Harding Township,"408,957",0,0,0,"319,770","91,287","32,259",0,0,"443,316","34,359",8.40%
Morris,2380,Jefferson Twp,"15,508,649","11,238,251",0,0,"636,026","2,137,733","303,337",0,0,"14,315,347","-1,193,302",-7.69%
Morris,2460,Kinnelon Boro,"1,722,414",0,0,0,"430,416","1,272,749","164,769",0,0,"1,867,934","145,520",8.45%
Morris,2650,Lincoln Park Boro,"1,702,606",0,0,0,"635,819","832,729","136,362","103,853",0,"1,708,763","6,157",0.36%
Morris,2870,Madison Boro,"1,523,524",0,0,0,"255,898","1,237,094","205,379",0,0,"1,698,371","174,847",11.48%
Morris,3090,Mendham Boro,"302,931",0,0,0,"47,259","252,229","35,667",0,0,"335,155","32,224",10.64%
Morris,3100,Mendham Twp,"570,352",0,0,0,"198,422","418,984","13,957",0,0,"631,363","61,011",10.70%
Morris,3240,Mine Hill Twp,"3,029,963","1,201,619",0,"1,167,808","171,868","348,338","41,980",0,0,"2,931,613","-98,350",-3.25%
Morris,3340,Montville Twp,"2,726,670",0,0,0,"1,018,949","1,918,057","70,614",0,0,"3,007,620","280,950",10.30%
Morris,3365,Morris County Vocational,"1,233,065","73,419",0,0,0,"606,331","90,697","474,062",0,"1,244,509","11,444",0.93%
Morris,3370,Morris Hills Regional,"8,100,974","3,725,355",0,"1,804,262","554,744","2,003,767","58,232",0,0,"8,146,360","45,386",0.56%
Morris,3380,Morris Plains Boro,"838,634",0,0,"204,012","95,804","566,520","15,093",0,0,"881,429","42,795",5.10%
Morris,3385,Morris School District,"7,228,022",0,0,"523,519","1,736,086","3,684,870","994,301","218,451",0,"7,157,227","-70,795",-0.98%
Morris,3410,Mount Arlington Boro,"615,365",0,0,0,"212,050","372,398","50,873",0,0,"635,321","19,956",3.24%
Morris,3450,Mount Olive Twp,"15,983,248","12,858,723",0,0,"1,067,482","2,959,145","106,585",0,0,"16,991,935","1,008,687",6.31%
Morris,3460,Mountain Lakes Boro,"837,405",0,0,0,"78,377","770,615","38,961",0,0,"887,953","50,548",6.04%
Morris,3520,Netcong Boro,"1,528,584","1,126,004",0,"149,081","18,938","264,802","69,911",0,0,"1,628,736","100,152",6.55%
Morris,3950,Parsippany-Troy Hills Twp,"5,530,152","92,029",0,0,"1,163,059","4,684,007","152,564",0,0,"6,091,659","561,507",10.15%
Morris,4000,Long Hill Twp,"737,138",0,0,0,"171,428","602,818","13,945",0,0,"788,191","51,053",6.93%
Morris,4080,Pequannock Twp,"2,268,496","406,379",0,"53,201","124,035","1,543,185","168,558",0,0,"2,295,358","26,862",1.18%
Morris,4330,Randolph Twp,"12,483,020","7,134,700",0,0,"1,249,097","3,234,926","103,893",0,0,"11,722,616","-760,404",-6.09%
Morris,4440,Riverdale Boro,"325,606",0,0,0,"90,222","260,790","11,114",0,0,"362,126","36,520",11.22%
Morris,4480,Rockaway Boro,"1,257,001","682,688",0,0,"60,781","476,643","74,022",0,0,"1,294,134","37,133",2.95%
Morris,4490,Rockaway Twp,"3,004,799","854,190",0,0,"549,225","1,598,023","50,153",0,0,"3,051,591","46,792",1.56%
Morris,4560,Roxbury Twp,"13,722,000","9,572,015",0,"309,388","558,875","2,433,575","61,433",0,0,"12,935,286","-786,714",-5.73%
Morris,5520,Washington Twp,"7,807,073","4,993,292",0,0,"457,507","1,591,751","176,840",0,0,"7,219,390","-587,683",-7.53%
Morris,5660,West Morris Regional,"4,328,796","313,431",0,0,"1,396,979","2,078,066","213,804","276,868",0,"4,279,148","-49,648",-1.15%
Morris,5770,Wharton Boro,"4,596,901","3,452,437",0,"482,612","62,576","647,293","242,102",0,0,"4,887,020","290,119",6.31%
Ocean,185,Barnegat Twp,"20,440,810","17,844,465",0,0,"599,234","1,970,452","119,745","2,039",0,"20,535,935","95,125",0.47%
Ocean,210,Bay Head Boro,"72,910",0,0,0,"8,849","61,597","4,291",0,0,"74,737","1,827",2.51%
Ocean,230,Beach Haven Boro,"236,588",0,0,"169,835",588,"42,028","3,321",0,0,"215,772","-20,816",-8.80%
Ocean,320,Berkeley Twp,"2,560,810",0,0,0,"831,890","1,344,828","425,151","71,463",0,"2,673,332","112,522",4.39%
Ocean,530,Brick Twp,"34,142,597","9,463,269",0,0,"4,922,064","5,784,673","1,672,094","9,558,603",0,"31,400,703","-2,741,894",-8.03%
Ocean,770,Central Regional,"4,256,787",0,0,"1,311,958","1,325,310","1,280,995","295,909","55,587",0,"4,269,759","12,972",0.30%
Ocean,1150,Eagleswood Twp,"679,821","447,437",0,0,"59,476","91,218","36,819","10,945",0,"645,895","-33,926",-4.99%
Ocean,2350,Island Heights Boro,"299,080",0,0,"173,716","11,068","69,263","9,976","31,349",0,"295,372","-3,708",-1.24%
Ocean,2360,Jackson Twp,"48,770,072","39,805,236",0,0,"601,355","5,211,500","854,977",0,0,"46,473,068","-2,297,004",-4.71%
Ocean,2480,Lacey Twp,"20,970,400","17,130,415",0,0,"228,519","2,504,516","483,794",0,0,"20,347,244","-623,156",-2.97%
Ocean,2500,Lakehurst Boro,"5,974,209","5,421,371",0,0,"70,662","346,881","135,295",0,0,"5,974,209",0,0.00%
Ocean,2520,Lakewood Twp,"23,465,461","14,958,782",0,0,"9,183,064","12,075,515","2,186,868",0,0,"38,404,229","14,938,768",63.66%
Ocean,2550,Lavallette Boro,"172,510",0,0,0,"56,079","98,154","15,724",0,0,"169,957","-2,553",-1.48%
Ocean,2690,Little Egg Harbor Twp,"9,395,550","5,995,899",0,0,"1,038,502","994,903","381,470","841,256",0,"9,252,030","-143,520",-1.53%
Ocean,2760,Long Beach Island,"787,180",0,0,"542,024","69,509","131,624","31,808",0,0,"774,965","-12,215",-1.55%
Ocean,2940,Manchester Twp,"5,406,832",0,0,0,"1,989,096","1,756,005","573,735","1,055,427",0,"5,374,263","-32,569",-0.60%
Ocean,3790,Ocean County Vocational,"5,585,095","2,014,757",0,0,0,"837,311","189,062","2,001,413","542,552","5,585,095",0,0.00%
Ocean,3800,Ocean Gate Boro,"953,863","822,824",0,0,"4,607","85,038","38,956",0,0,"951,425","-2,438",-0.26%
Ocean,3820,Ocean Twp,"6,534,846",0,0,0,"443,920","541,176","176,928","4,709,807",0,"5,871,831","-663,015",-10.15%
Ocean,4105,Pinelands Regional,"11,128,086","8,420,721",0,"63,477","898,788","1,098,899","387,815","223,813",0,"11,093,513","-34,573",-0.31%
Ocean,4190,Plumsted Twp,"11,386,005","9,373,592",0,"208,326",0,"975,623","23,602",0,0,"10,581,143","-804,862",-7.07%
Ocean,4210,Point Pleasant Boro,"5,813,354","3,597,140",0,0,"41,071","1,663,733","184,043",0,0,"5,485,987","-327,367",-5.63%
Ocean,4220,Point Pleasant Beach,"583,748",0,0,0,"71,924","443,836","74,652",0,0,"590,412","6,664",1.14%
Ocean,4710,Seaside Heights Boro,"1,049,577","290,304",0,"124,647","11,203","184,630","92,138","364,843",0,"1,067,765","18,188",1.73%
Ocean,4720,Seaside Park Boro,"151,067",0,0,0,"30,123","23,271","10,018","76,432",0,"139,844","-11,223",-7.43%
Ocean,4950,Southern Regional,"2,325,842",0,0,0,"630,356","1,667,070","204,023",0,0,"2,501,449","175,607",7.55%
Ocean,5020,Stafford Twp,"9,434,616","6,736,381",0,"294,442","507,193","1,288,981","238,635",0,0,"9,065,632","-368,984",-3.91%
Ocean,5190,Toms River Regional,"65,984,284","39,941,537",0,0,"5,458,073","9,865,327","2,538,055","5,400,794",0,"63,203,786","-2,780,498",-4.21%
Ocean,5220,Tuckerton Boro,"2,250,416","1,244,469",0,"387,252","35,403","207,010","51,045","255,174",0,"2,180,353","-70,063",-3.11%
Passaic,420,Bloomingdale Boro,"1,934,532","1,152,238",0,0,"102,123","557,300","16,458",0,0,"1,828,119","-106,413",-5.50%
Passaic,900,Clifton City,"35,056,868","26,203,933",0,0,"3,020,309","7,350,637","3,571,640",0,0,"40,146,519","5,089,651",14.52%
Passaic,1920,Haledon Boro,"7,565,433","7,062,469",0,0,"86,264","792,330","373,283",0,0,"8,314,346","748,913",9.90%
Passaic,2100,Hawthorne Boro,"3,036,150","656,999",0,0,"581,539","1,554,435","339,065",0,0,"3,132,038","95,888",3.16%
Passaic,2510,Lakeland Regional,"4,690,712","3,532,648",0,0,"106,500","687,768","19,744",0,0,"4,346,660","-344,052",-7.34%
Passaic,2700,Little Falls Twp,"633,506",0,0,0,"124,510","546,384","23,895",0,0,"694,789","61,283",9.67%
Passaic,3640,North Haledon Boro,"450,923",0,0,0,"85,420","377,038","23,855",0,0,"486,313","35,390",7.85%
Passaic,3970,Passaic City,"240,690,152","205,013,015","19,998,279",0,"1,978,076","12,147,460","6,745,057",0,0,"245,881,887","5,191,735",2.16%
Passaic,3980,Passaic Co Manchester Reg,"8,745,758","6,874,471",0,"1,151,935","214,979","743,489","302,486",0,0,"9,287,360","541,602",6.19%
Passaic,3990,Passaic Valley Regional,"1,174,612","140,892",0,0,"251,474","838,947","42,576",0,0,"1,273,889","99,277",8.45%
Passaic,3995,Passaic County Vocational,"26,433,633","25,578,562",0,0,0,"3,008,269","1,332,417",0,0,"29,919,248","3,485,615",13.19%
Passaic,4010,Paterson City,"426,013,595","394,892,774",0,0,"7,141,569","24,500,810","12,716,806",0,0,"439,251,959","13,238,364",3.11%
Passaic,4230,Pompton Lakes Boro,"4,226,372","3,206,582",0,"109,180","176,038","953,729","43,115",0,0,"4,488,644","262,272",6.21%
Passaic,4270,Prospect Park Boro,"8,637,034","8,085,625",0,0,"64,723","794,961","366,508",0,0,"9,311,817","674,783",7.81%
Passaic,4400,Ringwood Boro,"2,794,859","990,912",0,0,"573,133","983,693","98,526",0,0,"2,646,264","-148,595",-5.32%
Passaic,5200,Totowa Boro,"658,566",0,0,0,"150,414","492,225","74,363",0,0,"717,002","58,436",8.87%
Passaic,5440,Wanaque Boro,"2,428,209","1,685,969",0,0,"11,642","547,530","23,490",0,0,"2,268,631","-159,578",-6.57%
Passaic,5570,Wayne Twp,"5,160,491",0,0,0,"1,449,581","4,123,902","154,816",0,0,"5,728,299","567,808",11.00%
Passaic,5650,West Milford Twp,"14,195,759","9,338,521",0,0,"842,009","2,725,234","339,929",0,0,"13,245,693","-950,066",-6.69%
Passaic,5690,Woodland Park,"1,429,068","308,742",0,0,"175,601","782,458","264,037",0,0,"1,530,838","101,770",7.12%
Salem,60,Alloway Twp,"3,652,934","2,937,644",0,0,"218,309","370,315","47,622",0,0,"3,573,890","-79,044",-2.16%
Salem,1350,Elsinboro Twp,"1,063,848","339,059",0,"534,795","64,294","90,502","40,720","9,431",0,"1,078,801","14,953",1.41%
Salem,2800,Lower Alloways Creek,"838,552","421,194",0,0,"135,665","140,233","23,353","49,045",0,"769,490","-69,062",-8.24%
Salem,2950,Mannington Twp,"533,223","33,846",0,0,"117,432","106,577","29,905","202,672",0,"490,432","-42,791",-8.03%
Salem,3860,Oldmans Twp,"2,099,061","993,810",0,"602,388","136,526","159,315","44,735","201,840",0,"2,138,614","39,553",1.88%
Salem,4070,Penns Grv-Carney's Pt Reg,"22,989,912","21,065,660",0,0,"761,052","1,222,614","785,483",0,0,"23,834,809","844,897",3.68%
Salem,4075,Pennsville,"9,492,799","8,282,638",0,"180,403","528,133","1,010,823","67,439",0,0,"10,069,436","576,637",6.07%
Salem,4150,Pittsgrove Twp,"15,841,313","12,172,384",0,"1,483,374","838,537","1,251,682","343,038",0,0,"16,089,015","247,702",1.56%
Salem,4280,Quinton Twp,"3,530,041","2,710,834",0,"257,386","209,903","291,684","80,638",0,0,"3,550,445","20,404",0.58%
Salem,4630,Salem City,"16,678,731","13,376,688",0,"22,496","281,682","723,650","425,317","2,162,927",0,"16,992,760","314,029",1.88%
Salem,4640,Salem County Vocational,"5,090,706","4,731,974",0,0,0,"583,368","97,075",0,0,"5,412,417","321,711",6.32%
Salem,5320,Upper Pittsgrove Twp,"3,470,297","2,461,798",0,"199,022","271,073","300,139","55,469",0,0,"3,287,501","-182,796",-5.27%
Salem,5910,Woodstown-Pilesgrove Reg,"7,067,286","5,585,082",0,0,"376,448","735,403","191,878","239,662",0,"7,128,473","61,187",0.87%
Somerset,240,Bedminster Twp,"770,329",0,0,0,"217,074","538,978","66,237",0,0,"822,289","51,960",6.75%
Somerset,350,Bernards Twp,"4,195,657",0,0,0,"1,296,717","3,268,458","101,447",0,0,"4,666,622","470,965",11.23%
Somerset,490,Bound Brook Boro,"13,795,918","12,596,837",0,"426,983","124,699","1,574,377","784,650",0,0,"15,507,546","1,711,628",12.41%
Somerset,510,Branchburg Twp,"2,265,302",0,0,0,"708,668","1,501,099","193,608",0,0,"2,403,375","138,073",6.10%
Somerset,555,Bridgewater-Raritan Reg,"10,035,953","2,018,666",0,0,"1,656,687","6,071,821","683,937",0,0,"10,431,111","395,158",3.94%
Somerset,1610,Franklin Twp,"13,966,339","5,706,043",0,0,"1,634,154","5,109,930","1,581,446",0,0,"14,031,573","65,234",0.47%
Somerset,1810,Green Brook Twp,"1,129,213",0,0,0,"289,595","884,647","48,339",0,0,"1,222,581","93,368",8.27%
Somerset,2170,Hillsborough Twp,"24,926,258","18,648,011",0,0,"968,117","4,589,091","194,605",0,0,"24,399,824","-526,434",-2.11%
Somerset,3000,Manville Boro,"9,335,032","8,377,776",0,0,"95,941","1,352,887","468,818",0,0,"10,295,422","960,390",10.29%
Somerset,3320,Montgomery Twp,"4,488,956",0,0,0,"1,389,953","3,123,628","395,031",0,0,"4,908,612","419,656",9.35%
Somerset,3670,North Plainfield Boro,"27,094,615","25,926,838",0,0,"314,548","2,219,988","1,337,265",0,0,"29,798,639","2,704,024",9.98%
Somerset,4810,Somerset Co Vocational,"1,428,562","580,221",0,0,0,"389,105","64,725","273,589","120,922","1,428,562",0,0.00%
Somerset,4815,Somerset Hills Regional,"1,299,065",0,0,0,"517,812","807,482","130,156",0,0,"1,455,450","156,385",12.04%
Somerset,4820,Somerville Boro,"6,820,299","5,463,172",0,0,"204,865","1,448,667","443,956",0,0,"7,560,660","740,361",10.86%
Somerset,4850,South Bound Brook,"3,627,680","3,099,680",0,0,"64,547","342,553","174,283",0,0,"3,681,063","53,383",1.47%
Somerset,5470,Warren Twp,"1,504,714",0,0,0,"387,630","1,235,969","34,560",0,0,"1,658,159","153,445",10.20%
Somerset,5540,Watchung Boro,"548,036",0,0,0,"160,229","420,137","12,631",0,0,"592,997","44,961",8.20%
Somerset,5550,Watchung Hills Regional,"1,449,867",0,0,0,"616,602","889,679","83,096",0,0,"1,589,377","139,510",9.62%
Sussex,90,Andover Reg,"2,258,513","28,208",0,"53,132","542,672","532,625","61,429","891,872",0,"2,109,938","-148,575",-6.58%
Sussex,640,Byram Twp,"3,798,943","2,249,745",0,"345,566","232,137","542,873","70,573",0,0,"3,440,894","-358,049",-9.43%
Sussex,1560,Frankford Twp,"1,889,426","3,996",0,0,"253,966","412,297","48,682","1,016,545",0,"1,735,486","-153,940",-8.15%
Sussex,1570,Franklin Boro,"3,255,462","2,680,420",0,0,"49,243","303,322","95,302","147,715",0,"3,276,002","20,540",0.63%
Sussex,1630,Fredon Twp,"520,109","242,661",0,0,"33,235","183,763","25,900",0,0,"485,559","-34,550",-6.64%
Sussex,1800,Green Twp,"2,629,614","756,693",0,"598,365","403,787","424,190","50,903","421,916",0,"2,655,854","26,240",1.00%
Sussex,1930,Hamburg Boro,"1,561,588","750,879",0,0,"44,903","197,985","30,047","447,376",0,"1,471,190","-90,398",-5.79%
Sussex,1980,Hampton Twp,"1,210,255","655,394",0,0,"167,978","239,718","32,162","17,495",0,"1,112,747","-97,508",-8.06%
Sussex,2030,Hardyston Twp,"2,104,821",0,0,"103,046","452,207","461,016","61,773","895,852",0,"1,973,894","-130,927",-6.22%
Sussex,2165,High Point Regional,"6,137,422","4,071,988",0,"49,793","748,822","702,032","86,130",0,0,"5,658,765","-478,657",-7.80%
Sussex,2240,Hopatcong,"10,728,888","5,217,357",0,0,"668,951","1,307,036","232,284","2,211,260",0,"9,636,888","-1,092,000",-10.18%
Sussex,2465,Kittatinny Regional,"5,874,492","3,430,734",0,"245,129","630,048","691,576","86,912","285,820",0,"5,370,219","-504,273",-8.58%
Sussex,2490,Lafayette Twp,"834,527","47,971",0,"380,970","107,714","138,078","17,295","95,526",0,"787,554","-46,973",-5.63%
Sussex,2615,Lenape Valley Regional,"4,930,905","3,502,802",0,"662,154","177,329","464,408","20,481",0,0,"4,827,174","-103,731",-2.10%
Sussex,3300,Montague Twp,"2,591,129","1,807,057",0,0,"326,614","257,132","100,706",0,0,"2,491,509","-99,620",-3.85%
Sussex,3590,Newton Town,"6,466,266","6,006,859",0,"20,988","229,942","596,193","221,598",0,0,"7,075,580","609,314",9.42%
Sussex,3840,Ogdensburg Boro,"2,214,278","1,369,767",0,"299,034","17,372","162,828","27,247","245,583",0,"2,121,831","-92,447",-4.18%
Sussex,4650,Sandyston-Walpack Twp,"560,946","430,073",0,0,"5,430","87,136","2,651",0,0,"525,290","-35,656",-6.36%
Sussex,4960,Sparta Twp,"5,899,934","2,384,116",0,0,"1,128,376","2,030,137","252,688",0,0,"5,795,317","-104,617",-1.77%
Sussex,5030,Stanhope Boro,"1,464,184","1,096,468",0,0,"21,534","241,435","33,994",0,0,"1,393,431","-70,753",-4.83%
Sussex,5040,Stillwater Twp,"1,719,362","1,031,570",0,0,"151,123","211,181","33,792","117,103",0,"1,544,769","-174,593",-10.15%
Sussex,5100,Sussex-Wantage Regional,"7,484,016","5,244,425",0,"3,391","784,782","833,307","155,733",0,0,"7,021,638","-462,378",-6.18%
Sussex,5110,Sussex County Vocational,"4,197,167","2,460,033",0,0,0,"413,134","74,363","1,025,246","224,391","4,197,167",0,0.00%
Sussex,5360,Vernon Twp,"24,108,189","14,888,366",0,"97,041","2,202,151","2,545,581","341,922","2,566,030",0,"22,641,091","-1,467,098",-6.09%
Sussex,5435,Wallkill Valley Regional,"4,529,407","2,938,820",0,"29,818","508,608","525,097","67,325","280,521",0,"4,350,189","-179,218",-3.96%
Union,310,Berkeley Heights Twp,"1,563,766",0,0,0,"470,303","1,216,846","40,882",0,0,"1,728,031","164,265",10.50%
Union,850,Clark Twp,"1,288,480",0,0,0,"256,592","1,121,208","55,181",0,0,"1,432,981","144,501",11.21%
Union,980,Cranford Twp,"2,624,844","88,682",0,0,"354,868","2,304,623","92,830",0,0,"2,841,003","216,159",8.24%
Union,1320,Elizabeth City,"390,533,502","336,807,690","28,521,068",0,"5,189,194","22,973,894","12,177,900",0,0,"405,669,746","15,136,244",3.88%
Union,1710,Garwood Boro,"504,445","77,425",0,0,"88,326","342,950","11,310","3,963",0,"523,974","19,529",3.87%
Union,2190,Hillside Twp,"23,100,991","21,160,214",0,0,"460,771","1,827,031","1,089,465",0,0,"24,537,481","1,436,490",6.22%
Union,2420,Kenilworth Boro,"6,373,846","2,705,605",0,"2,012,688","173,781","1,218,446","214,451",0,0,"6,324,971","-48,875",-0.77%
Union,2660,Linden City,"27,271,568","22,671,432",0,0,"1,068,441","5,173,982","2,026,603",0,0,"30,940,458","3,668,890",13.45%
Union,3470,Mountainside Boro,"763,171",0,0,0,"307,722","513,853","19,731",0,0,"841,306","78,135",10.24%
Union,3560,New Providence Boro,"1,445,115",0,0,0,"250,347","1,172,332","186,941",0,0,"1,609,620","164,505",11.38%
Union,4160,Plainfield City,"132,241,297","114,218,804","11,009,173",0,"1,835,983","9,005,908","4,765,864",0,0,"140,835,732","8,594,435",6.50%
Union,4290,Rahway City,"22,467,291","20,072,650",0,0,"916,421","2,263,445","1,032,364",0,0,"24,284,880","1,817,589",8.09%
Union,4540,Roselle Boro,"25,552,835","24,671,039",0,0,"137,828","1,836,297","1,283,877",0,0,"27,929,041","2,376,206",9.30%
Union,4550,Roselle Park Boro,"11,511,568","10,445,121",0,0,"128,375","1,320,686","443,400",0,0,"12,337,582","826,014",7.18%
Union,4670,Scotch Plains-Fanwood Reg,"3,596,939",0,0,0,"792,773","3,115,770","98,844",0,0,"4,007,387","410,448",11.41%
Union,5000,Springfield Twp,"1,946,555",0,0,"457,588","408,453","1,010,328","211,617",0,0,"2,087,986","141,431",7.27%
Union,5090,Summit City,"2,315,064",0,0,0,"203,264","1,972,513","391,879",0,0,"2,567,656","252,592",10.91%
Union,5260,Union County Vocational,"9,453,475","8,567,034",0,0,0,"1,665,799","201,372",0,0,"10,434,205","980,730",10.37%
Union,5290,Union Twp,"32,684,260","25,765,094",0,0,"1,894,809","4,934,707","423,870",0,0,"33,018,480","334,220",1.02%
Union,5730,Westfield Town,"3,828,581",0,0,0,"575,681","3,267,760","437,833",0,0,"4,281,274","452,693",11.82%
Union,5810,Winfield Twp,"1,807,799","1,323,509",0,"212,774","60,297","163,663","37,248",0,0,"1,797,491","-10,308",-0.57%
Warren,30,Allamuchy Twp,"614,633",0,0,0,"277,862","346,296","37,450",0,0,"661,608","46,975",7.64%
Warren,70,Alpha Boro,"1,959,778","1,668,426",0,0,"73,684","199,203","10,077",0,0,"1,951,390","-8,388",-0.43%
Warren,280,Belvidere Town,"2,918,370","2,581,559",0,0,"14,798","295,639","58,460",0,0,"2,950,456","32,086",1.10%
Warren,400,Blairstown Twp,"1,909,932","1,214,163",0,0,"83,167","351,956","52,071","45,129",0,"1,746,486","-163,446",-8.56%
Warren,1620,Franklin Twp,"724,652","496,790",0,0,"16,087","147,307","4,013",0,0,"664,197","-60,455",-8.34%
Warren,1670,Frelinghuysen Twp,"585,122","274,195",0,0,"81,177","122,858","12,976","46,562",0,"537,768","-47,354",-8.09%
Warren,1785,Great Meadows Regional,"5,688,726","4,134,864",0,0,"147,093","763,471","105,232",0,0,"5,150,660","-538,066",-9.46%
Warren,1840,Greenwich Twp,"5,945,768","4,570,749",0,"226,325","134,082","699,575","90,234",0,0,"5,720,965","-224,803",-3.78%
Warren,1870,Hackettstown,"6,426,737","5,311,050",0,"21,376","172,880","1,239,747","292,321",0,0,"7,037,374","610,637",9.50%
Warren,2040,Harmony Twp,"407,195",0,0,0,"146,873","233,650","31,434",0,0,"411,957","4,762",1.17%
Warren,2250,Hope Twp,"937,619","601,436",0,0,"63,460","167,533","22,505",0,0,"854,934","-82,685",-8.82%
Warren,2470,Knowlton Twp,"1,343,187","969,131",0,0,"90,234","145,196","24,644",0,0,"1,229,205","-113,982",-8.49%
Warren,2790,Lopatcong Twp,"3,646,410","2,551,704",0,"166,941","114,378","704,190","26,030",0,0,"3,563,243","-83,167",-2.28%
Warren,2970,Mansfield Twp,"3,734,541","2,979,731",0,0,"273,159","417,072","85,007",0,0,"3,754,969","20,428",0.55%
Warren,3675,North Warren Regional,"4,784,440","3,710,618",0,"14,164","24,106","607,635","79,019",0,0,"4,435,542","-348,898",-7.29%
Warren,3890,Oxford Twp,"2,720,596","2,142,884",0,"166,736","157,585","271,037","35,263",0,0,"2,773,505","52,909",1.95%
Warren,4100,Phillipsburg Town,"38,053,231","25,858,460",0,"12,078","611,311","1,395,514","995,480","9,777,099",0,"38,649,942","596,711",1.57%
Warren,4200,Pohatcong Twp,"1,814,646","1,420,213",0,0,"84,857","268,769","34,353",0,0,"1,808,192","-6,454",-0.36%
Warren,5460,Warren County Vocational,"3,307,006","2,796,657",0,0,"212,027","302,273","27,869",0,0,"3,338,826","31,820",0.96%
Warren,5465,Warren Hills Regional,"10,806,089","9,287,689",0,0,"380,381","1,041,953","46,884",0,0,"10,756,907","-49,182",-0.46%
Warren,5480,Washington Boro,"2,916,417","2,649,033",0,0,"27,569","295,505","96,092",0,0,"3,068,199","151,782",5.20%
Warren,5530,Washington Twp,"2,517,485","1,647,617",0,0,"258,367","351,820","49,011",0,0,"2,306,815","-210,670",-8.37%
Warren,5780,White Twp,"1,654,954","581,054",0,0,"249,609","335,067","49,562","300,512",0,"1,515,804","-139,150",-8.41%
